what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337187591902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337187595526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187596094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187597736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187609120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187611249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187617384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337187622928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337187625700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187630858
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337187633329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187636812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187641224
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1337187649439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187650412
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187650659
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187650964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187653231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187710235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337187714094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337187716608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337187717769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337187719025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187746272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187759241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187760705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187791310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187794824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187802001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187803592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187804207
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337187809726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187812955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187813738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187815455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187816056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187818082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187818626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187821269
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337187822474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337187823754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187823990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187825479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187831489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187832575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187833488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187834101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187835083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187922582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187924547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187924652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187924811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187924974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337187925342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187926351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187930665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187940038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187941578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187968261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337187969953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187971751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337187983248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188000948
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188032615
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188032849
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188033064
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188033296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188033517
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188033717
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188033889
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188034061
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188034265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188034497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188044132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188046069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188062860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188067905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188070077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188080823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188082382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188086067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188102375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188112645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188113149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188115038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188118277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188119211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188142757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188156344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188175446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188177065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188178062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188194608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188195328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188196984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188214844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188224030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188225636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188242034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188244753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188245308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188247224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188276134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188279504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188279758
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188281423
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188285515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188286838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188310891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188312161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188313796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188340063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188342486
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188342941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188344693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188347563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188348396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188354230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188370913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188505751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188511729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188513235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188542484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337188546575
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188547346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188548626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188549045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188568473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188571384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188574929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188578968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188581576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188583961
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188586071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188586447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188589154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188594487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337188595503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337188597450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188616443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188616585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188616730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188616857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188617089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188643009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188643136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188643396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188643545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188645443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188647437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188649382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188651993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188678158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188679908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188680281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188682197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188715132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188716503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188718572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188768720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337188772384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188773391
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188774732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188775136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188776772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188777395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188779469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188791950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337188795440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188796203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188798211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188807154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188807730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337188813708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337188817148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188817367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337188826652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188826882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188830241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337188834324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188834561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1337188835778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188836718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337188840322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337188841310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337188841603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337188843298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337188845979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188855997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337188858079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188862470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188872430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337188894362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337188900331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1337188908971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188911725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188913587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188919375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337188920880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337188921961
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188929850
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1337188929984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337188934652
